ID,GiftCnt36,GiftCntAll,GiftCntCard36,GiftCntCardAll,GiftAvgLast,GiftAvg36,GiftAvgAll,GiftAvgCard36,GiftTimeLast,GiftTimeFirst,PromCnt12,PromCnt36,PromCntAll,PromCntCard12,PromCntCard36,PromCntCardAll,StatusCat96NK,StatusCatStarAll,DemCluster,DemAge,DemGender,DemHomeOwner,DemMedHomeValue,DemPctVeterans,DemMedIncome
00134647,2,3,1,1,$30.00,$27.50,$21.67,$30.00,15,19,15,23,20,6,10,8,N,0,36,,F,U,$55300,31,$48880
00134664,1,8,1,5,$20.00,$20.00,$10.88,$20.00,17,105,13,31,60,6,14,26,A,0,39,49,M,H,$61800,20,$44788
00134666,1,2,0,0,$6.00,$15.00,$10.50,,18,20,11,17,16,4,4,5,N,0,27,47,F,U,$54300,15,$38213
00190379,8,37,6,26,$4.00,$5.13,$3.89,$5.67,15,126,12,34,75,6,17,33,S,1,24,55,F,U,$86700,27,$38213
00134707,1,17,0,7,$10.00,$10.00,$6.00,,18,128,6,19,51,2,2,22,A,1,27,67,M,H,$58300,35,$34652
00134706,3,22,3,16,$20.00,$12.33,$8.77,$12.33,18,122,13,33,82,6,17,33,A,1,27,61,F,H,$51600,28,$34652
00134717,3,9,0,2,$15.00,$12.67,$10.56,,18,65,14,35,59,6,6,20,A,0,24,,M,U,$125100,32,$0
00134726,1,1,1,1,$20.00,$20.00,$20.00,$20.00,17,17,11,16,14,5,7,6,F,0,21,,M,U,$42400,37,$0
00134741,7,10,2,4,$5.00,$6.29,$5.90,$6.00,17,41,13,33,35,6,16,15,A,1,27,67,M,H,$57300,49,$43174
00134755,4,13,1,7,$15.00,$14.50,$11.15,$15.00,15,124,14,33,67,6,15,31,S,1,40,78,M,U,$59300,38,$0
00011767,9,13,4,4,$13.00,$11.56,$10.38,$11.50,19,40,30,51,78,11,21,24,S,1,44,,F,U,$52200,27,$0
00134790,1,1,1,1,$20.00,$20.00,$20.00,$20.00,16,16,11,16,13,5,7,6,F,0,39,,F,U,$54100,28,$0
00091892,1,1,0,0,$15.00,$15.00,$15.00,,16,16,11,17,15,4,4,6,F,0,20,83,M,U,$59500,24,$42778
00134818,3,3,1,1,$15.00,$16.33,$16.33,$15.00,20,32,14,32,32,6,14,13,S,1,24,60,U,U,$98100,21,$44032
00134806,1,1,1,1,$20.00,$20.00,$20.00,$20.00,16,16,12,17,14,5,7,6,F,0,24,45,F,H,$135600,8,$44032
00134120,4,10,2,5,$8.34,$9.75,$8.40,$8.34,16,63,14,33,52,5,13,18,A,1,16,,M,H,$62800,22,$26101
00134872,3,7,0,3,$16.00,$15.33,$10.86,,18,91,15,34,55,6,6,21,A,0,36,87,F,H,$62300,28,$26101
00134830,1,7,0,3,$15.00,$15.00,$22.86,,15,86,14,33,63,5,5,24,L,0,25,39,M,U,$63200,9,$26101
00134860,2,3,1,1,$10.00,$10.00,$10.00,$10.00,15,20,12,19,18,5,8,7,N,0,40,60,F,U,$51900,28,$41382
00134844,6,24,5,20,$5.00,$3.33,$3.17,$3.40,17,125,7,23,66,3,11,27,S,1,49,,U,U,$46500,26,$0
00134845,2,19,2,13,$10.00,$10.00,$5.53,$10.00,23,124,10,28,69,4,12,28,A,1,46,42,M,U,$49500,26,$36758
00134847,3,4,1,1,$19.00,$19.00,$15.50,$21.00,18,43,13,33,36,6,15,15,A,0,45,41,F,H,$43100,33,$40469
00134859,6,11,5,7,$12.00,$13.00,$10.64,$14.20,17,44,12,32,40,5,15,16,A,1,49,,F,U,$53000,20,$45583
00134876,3,6,1,3,$17.00,$15.67,$15.33,$10.00,15,56,12,27,43,6,14,18,A,0,40,64,F,H,$84500,22,$63112
00134878,3,10,1,5,$10.00,$15.00,$11.50,$15.00,18,57,13,33,49,6,17,21,S,1,40,76,M,H,$58700,43,$40038
00134882,1,21,1,13,$11.00,$11.00,$5.52,$11.00,18,129,11,25,73,4,9,28,A,1,46,73,F,U,$56400,30,$38153
00134902,4,11,3,6,$14.00,$12.00,$9.82,$12.00,16,93,13,34,61,5,15,24,A,0,46,,F,H,$71900,35,$37386
00145890,3,3,1,1,$6.00,$7.33,$7.33,$10.00,19,24,11,22,20,6,11,9,N,0,17,53,F,H,$80900,26,$42453
00134909,4,23,1,10,$10.00,$7.00,$4.83,$6.00,18,113,13,34,75,6,16,29,S,1,49,,F,U,$65100,33,$0
00134851,2,8,0,4,$20.00,$15.00,$11.00,,18,104,13,33,59,6,6,25,A,0,49,71,M,U,$44900,28,$37882
00134929,1,8,1,5,$15.00,$15.00,$10.00,$15.00,24,81,10,28,54,5,12,21,A,0,38,,M,U,$78300,25,$0
00190985,1,4,0,2,$25.00,$25.00,$8.50,,26,93,9,20,33,4,4,13,A,0,37,81,M,U,$78300,34,$38284
00081877,1,1,1,1,$20.00,$20.00,$20.00,$20.00,27,27,8,21,19,3,9,8,N,0,44,,U,H,$67700,32,$38284
00134956,2,11,2,8,$20.00,$17.50,$10.82,$17.50,17,126,13,34,64,6,16,28,A,1,00,76,F,U,$96200,0,$48020
00189640,1,15,1,1,$1.00,$15.00,$5.13,$15.00,4,18,28,33,32,3,5,5,F,0,35,,U,U,$100000,29,$0
00187401,2,3,1,2,$11.00,$15.50,$12.00,$20.00,18,26,6,11,10,2,5,5,E,0,18,,F,U,$162500,27,$0
00134967,6,12,4,7,$6.00,$6.50,$5.75,$6.50,23,65,12,30,49,6,15,19,S,1,25,72,F,U,$150000,25,$29722
00134966,1,5,1,3,$15.00,$15.00,$10.20,$15.00,18,56,12,31,42,6,15,19,A,1,04,58,M,U,$67500,18,$29722
00135042,7,32,4,13,$5.00,$4.57,$4.53,$4.00,17,129,8,25,53,4,13,21,A,1,10,,F,U,$0,42,$26771
00186796,3,23,0,14,$15.00,$12.00,$8.30,,4,126,19,40,83,7,7,34,S,1,30,47,F,H,$43300,15,$26771
00135007,9,18,7,9,$5.00,$5.67,$4.89,$5.57,18,45,13,31,38,6,17,17,S,1,30,,U,U,$61200,24,$0
00135050,1,5,0,1,$15.00,$15.00,$10.00,,18,63,10,26,42,4,4,15,A,0,09,77,F,U,$66200,36,$0
00188773,3,36,1,19,$10.00,$7.67,$8.50,$5.00,5,129,16,36,87,7,16,35,A,1,26,83,F,U,$103100,21,$37068
00135094,3,20,1,7,$15.00,$15.00,$7.50,$10.00,20,103,14,35,71,6,16,28,S,1,10,43,F,U,$57400,14,$37068
00135083,1,3,0,2,$15.00,$15.00,$11.67,,18,53,10,23,32,4,4,12,A,0,20,47,M,U,$87800,25,$0
00135076,2,2,2,2,$20.00,$15.00,$15.00,$15.00,21,33,10,27,26,4,11,10,A,0,04,,F,U,$67500,37,$37068
00135074,3,3,2,2,$25.00,$15.00,$15.00,$17.50,24,29,12,27,25,6,14,12,A,0,17,,M,U,$81300,38,$37068
00135061,4,5,2,3,$10.00,$7.50,$7.00,$7.50,18,42,7,22,22,4,11,10,A,0,07,67,F,U,$97000,18,$0
00135137,8,36,5,20,$6.00,$6.13,$6.11,$5.80,15,119,12,32,79,5,15,30,S,1,07,38,M,H,$58200,52,$30392
00135127,1,5,1,4,$20.00,$20.00,$10.40,$20.00,21,81,10,26,51,4,10,17,A,0,07,,F,U,$82300,48,$0
00135114,3,5,1,2,$10.00,$10.00,$9.00,$10.00,18,41,12,32,33,6,15,14,A,0,08,17,M,H,$60000,37,$30392
00135163,4,9,1,5,$15.00,$14.50,$12.44,$13.00,18,77,13,35,56,6,17,23,A,1,11,56,F,H,$81500,47,$41894
00135161,4,10,3,8,$14.00,$12.00,$9.00,$12.00,17,77,13,32,58,6,15,21,S,1,09,78,F,H,$66100,39,$41894
00135156,1,4,0,1,$15.00,$15.00,$10.00,,18,52,13,29,39,5,5,16,A,0,16,72,M,U,$79900,23,$41894
00135199,4,9,1,5,$20.00,$18.75,$15.00,$20.00,26,128,10,31,60,5,15,27,A,1,10,64,M,H,$56800,34,$30759
00135197,4,23,1,10,$12.00,$10.50,$6.43,$10.00,18,121,8,23,62,4,11,26,S,1,08,80,F,U,$54500,36,$30759
00135176,1,1,0,0,$40.00,$40.00,$40.00,,16,16,12,17,14,5,5,6,F,0,08,57,F,H,$50700,42,$30759
00186886,1,13,1,5,$18.00,$20.00,$15.77,$20.00,6,105,18,37,70,8,17,29,A,0,13,85,M,H,$202500,50,$58000
00135229,3,13,2,9,$16.00,$15.00,$8.85,$14.50,15,100,12,33,62,5,15,27,S,1,13,78,F,U,$264900,43,$0
00135226,2,13,2,6,$10.00,$10.00,$12.31,$10.00,21,89,12,32,66,6,16,25,A,1,11,80,F,H,$101200,31,$58000
00135219,1,3,1,3,$20.00,$20.00,$21.67,$20.00,20,56,13,31,45,6,14,18,A,0,13,43,M,H,$202500,50,$58000
00135215,3,4,2,3,$50.00,$30.00,$25.00,$35.00,18,41,15,36,38,6,16,15,A,0,11,48,F,H,$113900,46,$58000
00135212,2,2,0,0,$25.00,$17.50,$17.50,,17,31,13,28,24,6,6,11,A,0,13,65,M,H,$183700,47,$58000
00135243,3,3,1,1,$32.00,$18.33,$18.33,$15.00,26,33,11,29,29,5,14,12,A,0,06,74,M,U,$59600,38,$36362
00135234,1,1,1,1,$15.00,$15.00,$15.00,$15.00,17,17,10,15,13,4,6,5,F,0,10,74,M,H,$51300,34,$36362
00135002,3,5,2,3,$15.00,$11.67,$10.00,$10.00,20,41,13,34,37,6,16,15,A,1,17,,U,U,$67500,37,$0
00137131,2,10,1,5,$13.00,$12.00,$8.30,$13.00,21,81,13,32,58,6,15,23,A,0,20,74,F,U,$165900,46,$49967
00135280,5,22,3,12,$17.00,$9.60,$5.50,$9.00,25,114,8,25,62,4,14,27,A,1,31,59,F,U,$49900,20,$49967
00135276,1,7,0,1,$18.00,$18.00,$12.29,,26,77,10,32,52,5,5,21,A,0,31,,M,U,$72200,39,$0
00135258,2,2,2,2,$20.00,$15.00,$15.00,$15.00,17,29,11,23,22,4,10,9,A,0,03,43,F,H,$91500,56,$49967
00153048,2,2,2,2,$25.00,$25.00,$25.00,$25.00,21,29,15,29,28,6,13,11,A,0,09,,F,U,$130900,43,$0
00004310,2,10,2,5,$75.00,$62.50,$44.00,$62.50,25,65,23,45,89,8,19,25,A,0,13,48,F,H,$93500,42,$49967
00008838,1,16,1,6,$10.00,$12.00,$10.19,$12.00,4,90,36,56,89,6,15,25,A,1,16,73,F,H,$72500,67,$49967
00011713,0,6,0,1,$20.00,$0.00,$13.50,,5,55,29,29,63,6,6,15,A,0,30,68,M,H,$55400,29,$45942
00135313,2,13,0,7,$25.00,$25.50,$15.08,,18,105,13,35,69,6,6,28,S,1,02,57,F,H,$117200,34,$45942
00135309,2,4,1,3,$16.00,$15.00,$13.00,$14.00,18,69,10,26,42,4,10,14,A,0,02,31,M,H,$142500,49,$45942
00135287,1,1,1,1,$20.00,$20.00,$20.00,$20.00,16,16,12,17,14,5,7,6,F,0,22,,F,U,$112500,15,$0
00191765,2,11,0,4,$15.00,$13.00,$7.36,,15,81,12,31,57,5,5,22,A,0,09,72,F,U,$61300,51,$45942
00134409,4,5,1,2,$10.00,$7.50,$7.00,$5.00,18,41,12,30,31,6,14,13,A,0,18,75,M,H,$75500,26,$53256
00135359,3,19,2,12,$14.00,$12.67,$12.00,$14.00,21,105,12,30,69,6,15,28,S,1,18,79,F,U,$68200,28,$0
00135348,3,7,2,3,$15.00,$21.67,$18.86,$20.00,18,61,13,32,50,6,15,20,A,0,13,,M,U,$151300,40,$0
00135339,2,3,0,1,$15.00,$12.50,$10.00,,18,41,11,30,30,5,5,12,A,0,13,67,F,H,$118300,45,$53256
00135325,2,2,0,0,$16.00,$13.00,$13.00,,15,20,12,19,16,5,5,7,F,0,20,53,F,U,$85700,42,$53256
00135403,8,37,8,19,$14.00,$9.50,$8.41,$9.50,20,88,14,36,74,6,17,27,S,1,08,,F,H,$64300,23,$52145
00135400,10,26,7,14,$6.00,$4.30,$4.38,$4.00,18,68,13,31,54,6,17,23,S,1,18,66,F,H,$74500,44,$52145
00135394,1,4,0,0,$15.00,$15.00,$9.50,,26,55,9,27,36,4,4,13,A,0,18,61,F,H,$84100,49,$52145
00135393,2,4,0,1,$35.00,$27.50,$16.75,,20,52,13,33,40,6,6,16,A,0,14,37,F,H,$141900,38,$52145
00135392,2,4,0,1,$19.00,$18.00,$15.50,,18,43,12,33,37,6,6,16,A,0,18,35,M,H,$65900,32,$52145
00135426,4,15,3,8,$9.00,$9.50,$9.53,$9.33,21,76,12,31,59,6,17,24,A,1,12,77,M,H,$116500,36,$61629
00135455,8,17,5,8,$5.00,$4.88,$4.65,$4.80,20,105,13,31,55,6,17,23,S,1,53,,U,U,$106300,30,$0
00135447,3,5,2,4,$37.00,$27.33,$22.40,$31.00,21,45,12,34,40,6,17,17,A,1,35,63,F,H,$107400,32,$51245
00135476,2,16,1,9,$10.00,$9.50,$7.25,$9.00,25,81,10,27,53,4,13,21,A,1,18,,F,U,$84000,37,$0
00135475,2,6,1,2,$15.00,$20.00,$15.83,$25.00,20,81,13,32,60,6,15,21,A,0,12,,M,H,$128800,40,$71409
00135472,6,15,6,10,$11.00,$9.83,$8.53,$9.83,21,68,12,31,50,6,17,21,S,1,12,43,M,U,$122200,25,$71409
00135468,3,5,2,2,$20.00,$15.00,$14.00,$15.00,15,40,13,32,33,6,15,14,A,1,18,61,M,H,$84000,37,$71409
00135466,2,2,1,1,$20.00,$12.50,$12.50,$5.00,17,33,10,23,21,4,9,8,A,0,17,49,F,H,$87200,36,$71409
00135463,2,2,2,2,$15.00,$10.00,$10.00,$10.00,21,23,12,22,21,6,11,9,N,0,12,,M,H,$93900,26,$71409
00135461,1,1,1,1,$23.00,$23.00,$23.00,$23.00,17,17,10,14,13,4,5,5,E,0,13,,F,U,$145100,52,$71409
00177374,0,1,0,0,$20.00,$0.00,$20.00,,23,23,10,10,15,3,3,5,N,0,31,53,F,U,$84000,36,$71409
00001456,3,22,3,13,$10.00,$10.00,$6.91,$10.00,16,103,13,32,80,5,15,32,A,1,00,34,U,U,$66500,41,$46449
00135496,4,4,3,3,$7.00,$7.75,$7.75,$7.33,16,29,12,25,22,7,13,11,A,1,07,74,F,H,$75600,34,$46449
00135486,1,1,1,1,$15.00,$15.00,$15.00,$15.00,18,18,10,14,12,4,6,5,F,0,02,27,M,H,$90800,26,$46449
00135527,4,21,3,12,$11.00,$11.50,$7.62,$11.67,19,111,13,35,75,6,17,32,S,1,25,60,F,U,$0,24,$0
00135544,1,18,0,10,$25.00,$25.00,$18.89,,18,128,13,32,79,6,6,31,A,1,08,72,F,U,$60200,35,$0
00003589,4,18,2,9,$10.00,$12.00,$9.61,$10.00,15,114,23,44,90,5,15,31,S,1,06,71,M,H,$56200,35,$36950
00186637,2,6,1,3,$5.00,$20.00,$13.17,$20.00,8,56,18,38,50,7,16,18,A,0,21,47,F,H,$139900,41,$48699
00135574,1,7,1,4,$50.00,$60.00,$35.71,$60.00,18,80,13,32,57,6,15,22,A,0,18,54,M,H,$65400,38,$48699
00135566,2,3,0,1,$22.00,$21.00,$15.67,,18,45,12,29,32,6,6,13,A,0,21,27,M,H,$63500,15,$48699
00135631,3,22,1,17,$5.00,$6.33,$5.95,$8.00,15,129,8,20,70,3,8,25,S,1,21,79,F,H,$54600,33,$36412
00135616,2,7,1,2,$20.00,$19.00,$13.86,$18.00,18,75,13,33,53,6,15,21,A,0,21,58,M,H,$57100,37,$36412
00135612,7,8,2,3,$5.00,$8.14,$7.75,$8.00,15,44,12,29,33,6,13,14,A,0,05,69,F,H,$69900,41,$36412
00135599,1,1,1,1,$50.00,$50.00,$50.00,$50.00,16,16,12,17,14,5,7,6,F,0,08,65,M,H,$55000,30,$36412
00135078,5,7,3,3,$11.00,$9.20,$9.29,$10.33,18,32,12,30,29,6,15,13,A,1,07,67,F,U,$52100,28,$0
00003470,2,12,1,4,$20.00,$11.50,$9.58,$8.00,12,76,30,48,72,6,15,21,A,0,00,,F,U,$55400,0,$0
00136808,2,3,1,1,$15.00,$10.00,$10.00,$15.00,16,28,13,27,24,6,13,11,A,0,10,,F,U,$58400,25,$0
00135705,1,1,1,1,$25.00,$25.00,$25.00,$25.00,17,17,11,16,14,5,7,6,F,0,14,,M,U,$62600,16,$33753
00135672,9,11,4,5,$3.00,$5.22,$4.64,$4.75,18,40,13,31,31,6,15,14,S,1,18,53,F,H,$65700,29,$33753
00135670,1,1,0,0,$20.00,$20.00,$20.00,,20,20,9,15,15,3,3,5,E,0,32,74,F,H,$46700,26,$33753
00135694,5,19,3,13,$7.00,$7.60,$6.63,$7.33,15,93,12,33,67,5,15,26,A,1,21,55,F,H,$49300,20,$33559
00135690,5,8,2,3,$12.00,$10.80,$9.88,$12.00,15,62,11,27,41,5,13,15,A,0,30,75,F,U,$39400,24,$33559
00006910,2,16,0,4,$50.00,$50.00,$122.75,,18,81,18,40,89,7,7,26,A,0,00,54,F,H,$66300,0,$34598
00185633,2,14,2,11,$0.00,$11.50,$9.79,$11.50,14,101,11,27,64,5,13,26,A,1,13,61,M,H,$120800,52,$68677
00136304,1,6,0,2,$20.00,$35.00,$25.00,,24,63,13,34,55,6,6,21,A,0,51,82,F,U,$112000,29,$68677
00135744,5,28,4,18,$15.00,$14.00,$17.18,$13.75,24,124,13,33,81,6,17,31,S,1,14,52,F,H,$287400,34,$68677
00135736,2,7,1,4,$20.00,$20.00,$10.14,$20.00,19,87,13,33,56,6,15,22,A,0,12,41,M,H,$112000,29,$68677
00135715,2,2,2,2,$25.00,$17.50,$17.50,$17.50,24,33,12,30,28,6,14,12,A,0,26,68,M,U,$85100,52,$68677
00135713,6,6,3,3,$5.00,$5.33,$5.33,$5.00,17,34,12,29,29,6,14,12,A,0,14,61,M,H,$97900,31,$68677
00135712,2,2,2,2,$28.00,$25.50,$25.50,$25.50,22,33,13,31,29,6,14,12,A,0,35,45,M,H,$158900,24,$68677
00135704,1,1,0,0,$15.00,$15.00,$15.00,,16,16,10,15,13,3,3,5,F,0,26,53,F,H,$85100,52,$68677
00092011,2,6,1,3,$15.00,$15.00,$14.17,$15.00,20,56,13,32,45,6,15,19,A,0,12,,F,U,$155300,17,$0
00136815,3,5,2,3,$15.00,$15.33,$14.20,$15.50,18,40,12,34,36,6,17,16,A,0,07,43,F,H,$49400,29,$42728
00135778,1,9,0,2,$16.00,$16.00,$8.22,,26,75,11,32,50,5,5,21,A,0,05,75,M,H,$66400,30,$42728
00135767,1,4,1,1,$20.00,$20.00,$12.50,$20.00,17,44,14,33,38,6,15,15,A,0,05,,F,U,$75200,38,$42728
00135762,2,2,1,1,$25.00,$25.00,$25.00,$25.00,17,33,8,26,23,4,12,10,A,0,08,67,M,H,$65900,38,$42728
00006467,2,15,0,7,$15.00,$12.00,$7.40,,19,113,19,38,78,8,8,29,A,1,06,52,F,H,$86500,25,$42728
00135800,1,1,1,1,$15.00,$15.00,$15.00,$15.00,17,17,10,15,13,4,6,5,F,0,18,,F,U,$59500,23,$0
00135444,4,4,2,2,$25.00,$23.75,$23.75,$25.00,17,36,14,35,36,6,16,14,A,0,14,,M,U,$103000,34,$0
00000208,2,16,0,5,$5.00,$16.50,$11.81,,6,100,23,43,101,9,9,39,A,1,07,,F,H,$103000,34,$0
00027138,2,10,0,3,$15.00,$14.00,$8.00,,18,113,11,27,60,4,4,22,A,0,00,,F,H,$103000,0,$0
00020162,1,1,1,1,$20.00,$20.00,$20.00,$20.00,21,21,10,17,15,4,7,6,F,0,41,,F,U,$64500,0,$0
00135827,3,15,0,5,$17.00,$15.67,$9.47,,18,129,13,34,69,6,6,32,S,1,07,62,F,U,$68800,28,$0
00135824,3,7,2,4,$20.00,$16.67,$12.14,$17.50,17,125,14,31,58,6,13,23,A,0,17,55,M,H,$71800,24,$39533
00135820,5,15,5,8,$10.00,$10.00,$10.27,$10.00,18,78,13,35,61,6,17,25,A,1,09,75,F,U,$69800,34,$0
00135812,4,4,1,1,$20.00,$13.75,$13.75,$10.00,15,35,11,28,27,5,13,12,A,0,30,51,M,U,$93100,40,$39533
00135855,9,27,4,12,$6.00,$6.22,$5.52,$5.50,18,110,13,34,74,6,16,29,S,1,02,47,F,H,$91200,27,$48767
00135850,2,13,0,4,$13.00,$12.00,$8.08,,18,79,12,31,56,5,5,22,A,1,08,75,F,U,$63300,35,$0
00135847,2,7,1,4,$50.00,$38.50,$29.00,$27.00,18,68,14,35,58,6,17,22,A,0,02,85,M,U,$107900,28,$0
00135843,4,7,3,6,$15.00,$11.25,$10.00,$11.67,21,53,13,33,42,6,17,18,A,1,10,81,F,H,$61100,35,$48767
00135834,2,2,1,1,$20.00,$15.00,$15.00,$10.00,19,24,12,23,20,6,11,9,N,0,10,49,M,H,$61100,35,$48767
00135833,1,1,1,1,$20.00,$20.00,$20.00,$20.00,23,23,8,18,16,3,7,6,N,0,02,29,M,H,$106500,37,$48767
00135678,3,10,2,3,$15.00,$13.33,$8.80,$12.50,24,92,5,19,48,3,11,21,E,0,17,45,U,U,$75200,22,$0
00104440,1,7,0,3,$25.00,$25.00,$13.14,,19,64,12,28,47,5,5,17,A,0,21,33,F,H,$101100,39,$48767
00136401,1,1,1,1,$15.00,$15.00,$15.00,$15.00,16,16,11,16,13,4,6,5,F,0,12,,U,U,$95100,17,$0
00136253,8,38,4,19,$4.00,$2.75,$3.18,$3.75,15,119,8,23,62,5,12,24,S,1,02,41,F,U,$120000,24,$52370
00135869,5,8,3,5,$3.00,$4.40,$4.13,$4.00,19,51,13,33,38,6,16,17,A,1,05,65,F,U,$84500,43,$52370
00135866,2,2,0,0,$20.00,$12.50,$12.50,,19,32,10,22,22,4,4,7,A,0,06,67,M,H,$89000,33,$52370
00135865,3,3,1,1,$29.00,$21.33,$21.33,$20.00,15,28,12,25,24,5,11,10,A,0,05,71,M,H,$68900,30,$52370
00136729,2,3,0,1,$25.00,$17.50,$15.00,,19,40,7,26,28,4,4,12,A,0,02,63,M,H,$75900,40,$43996
00136650,2,3,1,1,$20.00,$16.50,$14.33,$13.00,18,29,12,26,24,6,13,11,A,0,38,,F,U,$77200,34,$0
00135905,1,11,1,8,$52.00,$52.00,$8.64,$52.00,21,113,13,29,63,6,13,24,A,1,33,7,M,U,$72500,59,$0
00135882,5,6,4,5,$13.00,$9.00,$8.33,$9.00,21,40,15,35,42,7,16,17,F,0,10,47,F,U,$61300,22,$0
00136676,1,2,1,1,$15.00,$15.00,$10.00,$15.00,23,30,11,23,22,4,8,7,A,0,17,,F,U,$99100,16,$0
00135939,4,17,2,9,$20.00,$8.00,$5.88,$7.00,18,100,12,31,59,6,17,26,A,1,16,46,M,U,$68600,42,$0
00135937,1,7,0,3,$15.00,$15.00,$12.43,,26,81,9,26,54,4,4,20,A,0,18,75,M,H,$90200,24,$50754
00135981,2,6,0,4,$25.00,$14.00,$73.00,,20,116,13,26,58,6,6,24,A,0,23,,U,U,$97100,65,$50152
00135973,2,8,1,4,$15.00,$17.00,$12.88,$19.00,18,112,12,28,58,5,12,24,A,1,23,78,M,U,$97100,65,$0
00135967,3,17,2,7,$25.00,$25.00,$10.18,$25.00,21,88,13,34,61,6,17,25,S,1,29,85,F,U,$59700,46,$50152
00135961,1,5,0,2,$25.00,$15.00,$15.40,,18,45,13,35,40,6,6,17,A,0,29,80,M,H,$84200,56,$50152
00004888,2,13,0,7,$20.00,$22.50,$13.92,,19,110,23,45,95,6,6,30,A,1,16,,M,U,$92300,39,$50152
00079023,3,14,2,11,$15.00,$12.33,$7.50,$13.00,21,125,12,31,68,6,16,30,A,1,12,81,M,H,$66700,25,$54060
00135998,9,31,6,16,$4.00,$4.00,$4.13,$3.17,18,109,11,31,67,5,16,29,S,1,16,72,F,U,$66700,39,$0
00135992,6,20,3,10,$11.00,$10.00,$7.40,$10.33,18,92,12,33,60,6,16,25,S,1,30,84,M,U,$57700,43,$0
00135898,4,16,3,8,$15.00,$11.25,$9.13,$10.00,18,89,12,27,58,6,15,24,A,1,18,67,U,U,$66700,33,$0
00136041,8,43,4,20,$7.50,$5.88,$5.00,$5.63,16,108,12,31,75,5,16,29,S,1,41,72,M,H,$53300,47,$44645
00136009,1,1,1,1,$20.00,$20.00,$20.00,$20.00,24,24,7,17,15,3,7,6,N,0,41,47,F,H,$49200,41,$44645
00136008,3,4,3,3,$13.00,$11.67,$11.25,$11.67,16,24,15,25,24,6,11,9,N,1,29,,F,H,$96200,60,$44645
00136005,1,1,1,1,$16.00,$16.00,$16.00,$16.00,18,18,11,16,13,4,6,5,F,0,29,76,F,U,$76400,68,$0
00136002,1,1,1,1,$20.00,$20.00,$20.00,$20.00,17,17,10,15,13,4,6,5,F,0,33,69,M,H,$49200,52,$44645
00136001,1,1,1,1,$15.00,$15.00,$15.00,$15.00,16,16,11,16,13,4,6,5,F,0,37,67,M,H,$96200,43,$44645
00012985,4,13,3,7,$10.00,$13.00,$10.15,$13.00,4,57,31,48,66,7,16,20,S,1,41,47,M,U,$53300,47,$44645
00136063,9,12,7,8,$7.00,$5.67,$5.25,$5.71,21,40,12,31,32,6,16,15,S,1,04,68,M,U,$68800,23,$0
00136062,1,1,1,1,$20.00,$20.00,$20.00,$20.00,26,26,7,19,16,3,8,7,N,0,07,46,U,U,$91300,22,$42509
00135807,1,1,0,0,$25.00,$25.00,$25.00,,20,20,12,19,17,5,5,7,F,0,21,,M,U,$61200,0,$0
00136091,4,12,2,6,$12.00,$10.75,$7.50,$10.50,16,77,14,32,53,6,14,20,S,1,29,75,M,U,$68300,60,$0
00136083,2,4,0,2,$20.00,$20.00,$14.00,,19,56,12,32,42,6,6,17,A,0,12,49,F,U,$100700,32,$60843
00136079,1,1,1,1,$20.00,$20.00,$20.00,$20.00,24,24,7,17,15,3,7,6,N,0,12,46,M,H,$132100,35,$60843
00164667,2,3,1,1,$24.00,$19.50,$16.33,$15.00,19,28,13,27,26,6,13,11,A,0,07,,F,U,$61200,65,$0
00136259,2,2,1,1,$25.00,$25.00,$25.00,$25.00,15,20,12,18,17,5,7,6,F,0,30,54,F,H,$72100,23,$57042
00136116,6,9,5,7,$30.00,$20.00,$18.00,$20.00,15,53,14,34,43,6,16,18,A,0,00,50,M,U,$95100,0,$57042
00136114,3,6,2,3,$20.00,$23.33,$21.67,$25.00,26,53,11,32,45,5,16,19,A,0,00,39,F,H,$72100,0,$57042
00136113,3,5,1,2,$20.00,$13.33,$10.00,$10.00,18,52,13,31,40,6,15,17,A,0,00,50,M,U,$183800,0,$57042
00136107,3,3,2,2,$20.00,$16.67,$16.67,$20.00,17,28,12,26,25,6,13,11,A,1,00,82,F,U,$72100,0,$57042
00136528,1,13,0,6,$6.00,$10.00,$6.00,,20,110,11,26,63,4,4,22,S,1,14,64,F,U,$56600,30,$46194
00132059,5,5,4,4,$20.00,$20.40,$20.40,$20.00,16,33,15,34,33,6,15,13,A,1,46,,M,U,$98800,34,$46194
00136141,3,16,2,7,$10.00,$7.00,$6.38,$7.00,17,74,13,33,58,6,15,22,S,1,41,,F,H,$56600,51,$46194
00136138,6,13,3,5,$12.00,$12.50,$10.23,$13.33,18,52,14,36,51,6,17,21,S,1,41,48,M,H,$68100,48,$46194
00006330,1,13,1,10,$20.00,$20.00,$12.46,$20.00,26,126,11,28,70,4,11,29,A,1,46,,F,U,$56600,31,$0
00006097,9,33,7,18,$6.00,$9.78,$7.06,$9.86,19,105,22,43,102,6,17,29,S,1,00,,F,U,$68300,0,$0
00136179,3,11,2,8,$15.00,$9.00,$7.00,$8.50,15,125,13,31,54,5,13,23,A,1,41,87,F,U,$43400,49,$38445
00136173,6,13,5,8,$9.00,$10.33,$8.69,$10.20,23,80,12,32,51,6,17,22,S,1,16,37,F,H,$84100,38,$38445
00136172,2,6,1,3,$16.00,$15.00,$12.67,$16.00,19,75,11,28,49,4,10,16,A,0,41,,M,U,$53600,51,$38445
